source_row,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
321,Dolichocerae,E. leptorrhizum,"Guizhou, Guiyang",C.  Zhang Zhang995,BNU,1,69.6,31.1,2.2,5.5,7.3,59.4,62.4,30.2,5.9,13.4
322,Dolichocerae,E. leptorrhizum,"Guizhou, Guiyang",C.  Zhang Zhang995,BNU,1,84.1,42.6,2,8,4.4,77.2,76.5,42.7,10.2,21.5
323,Dolichocerae,E. leptorrhizum,"Guizhou, Guiyang",C.  Zhang Zhang995,BNU,1,94,45.2,2.1,11,4.5,115.2,84.7,46.7,11.7,31.5
324,Dolichocerae,E. leptorrhizum,"Guizhou, Guiyang",C.  Zhang Zhang995,BNU,1,86.7,47.7,1.8,11.4,5.9,79.8,72,43.4,13.4,36
325,Dolichocerae,E. leptorrhizum,"Guizhou, Guiyang",C.  Zhang Zhang995,BNU,1,70.9,38.5,1.8,8.1,6.4,69.5,58.4,30,9.3,21.1
326,Dolichocerae,E. leptorrhizum,"Guizhou, Guiyang",C.  Zhang Zhang995,BNU,1,74.1,36.6,2,8.6,7.2,58,64.7,32.8,9.4,27.5
327,Dolichocerae,E. leptorrhizum,"Guizhou, Guiyang",C.  Zhang Zhang995,BNU,1,70.7,38,1.9,8.1,6.4,71.4,61.5,36.8,9.6,28.5
328,Dolichocerae,E. leptorrhizum,"Guizhou, Guiyang",C.  Zhang Zhang995,BNU,1,92.2,45.1,2,11.2,4.1,99.3,79.8,46.6,16,30.4
329,Dolichocerae,E. leptorrhizum,"Guizhou, Guiyang",C.  Zhang Zhang995,BNU,1,84.9,43.5,1.9,9.5,4.7,70.8,79.9,40.5,12.5,27.2
330,Dolichocerae,E. leptorrhizum,"Guizhou, Guiyang",C.  Zhang Zhang995,BNU,1,83.9,36.7,2.3,10.1,6.9,67.5,75.6,35.7,9.5,14.7
331,Dolichocerae,E. leptorrhizum,"Guizhou, Guiyang",C.  Zhang Zhang995,BNU,1,77.4,32.3,2.4,7.2,4.3,59.3,67,33.6,9.3,14.7
332,Dolichocerae,E. leptorrhizum,"Guizhou, Guiyang",C.  Zhang Zhang995,BNU,1,96.7,39.2,2.5,9.6,4.4,89.3,82.2,35.1,9.9,23.7
333,Dolichocerae,E. leptorrhizum,"Guizhou, Guiyang",C.  Zhang Zhang995,BNU,1,72,33.9,2.1,11.4,5.8,81.1,67.5,34,12.6,30.1
334,Dolichocerae,E. leptorrhizum,"Guizhou, Guiyang",C.  Zhang Zhang995,BNU,1,89,41.9,2.1,9.8,8,65.1,84.4,42.6,9.5,18.1
335,Dolichocerae,E. leptorrhizum,"Guizhou, Guiyang",C.  Zhang Zhang995,BNU,1,64.9,29,2.2,5.7,6.7,52.3,59,27.4,6.4,18
336,Dolichocerae,E. leptorrhizum,"Guizhou, Guiyang",C.  Zhang Zhang995,BNU,1,66.8,25.8,2.6,4.8,8.1,63.5,59.3,26.3,6.2,19.5
337,Dolichocerae,E. leptorrhizum,"Guizhou, Guiyang",C.  Zhang Zhang995,BNU,1,64.2,34.2,1.9,8.2,4.8,48.5,67.7,34.1,6.2,18.2
338,Dolichocerae,E. leptorrhizum,"Guizhou, Guiyang",C.  Zhang Zhang995,BNU,1,64.2,34.2,1.9,8.2,4.8,48.5,67.7,34.1,6.2,18.2
339,Dolichocerae,E. leptorrhizum,"Guizhou, Songtao",C.  Zhang Zhang217,BNU,1,94.9,55.2,1.7,14.3,3.9,108.4,81.8,51.2,14.6,26.5
340,Dolichocerae,E. leptorrhizum,"Guizhou, Songtao",C.  Zhang Zhang217,BNU,1,79.5,49.1,1.6,10.5,4.6,108.4,70.7,44.4,8.6,22
341,Dolichocerae,E. leptorrhizum,"Guizhou, Songtao",C.  Zhang Zhang217,BNU,1,69.3,46.8,1.5,23.6,4,119.3,76.3,51.2,20.1,38.5
342,Dolichocerae,E. leptorrhizum,"Guizhou, Songtao",C.  Zhang Zhang217,BNU,1,79.7,45.7,1.7,9,7.5,96.3,76.4,44.9,10.9,19.6
343,Dolichocerae,E. leptorrhizum,"Guizhou, Songtao",C.  Zhang Zhang217,BNU,1,49.4,32,1.5,10.9,4.2,87.6,42.7,29.8,5.2,13.4
344,Dolichocerae,E. leptorrhizum,"Guizhou, Songtao",C.  Zhang Zhang217,BNU,1,99.2,51.1,1.9,13.6,4.1,108.7,88.8,47.2,10.6,27.4
345,Dolichocerae,E. leptorrhizum,"Guizhou, Songtao",C.  Zhang Zhang217,BNU,1,66.8,40,1.7,5,4.3,65.5,61.2,33.7,5.9,13.5
346,Dolichocerae,E. leptorrhizum,"Guizhou, Suiyang",C.  Zhang Zhang220,BNU,1,65.4,29,2.3,4,4.8,46.9,53.9,27.7,4.1,15.3
347,Dolichocerae,E. leptorrhizum,"Guizhou, Suiyang",C.  Zhang Zhang220,BNU,1,80.1,36.1,2.2,6.3,4.2,88.6,64.4,32.2,6.5,15.7
348,Dolichocerae,E. leptorrhizum,"Guizhou, Suiyang",C.  Zhang Zhang220,BNU,1,88.3,42,2.1,7.8,4.7,91.2,76.5,38.3,11.4,7
349,Dolichocerae,E. leptorrhizum,"Guizhou, Suiyang",C.  Zhang Zhang220,BNU,1,116.9,44.8,2.6,6.6,3.2,58.9,89.6,37.1,4.7,22.2
350,Dolichocerae,E. leptorrhizum,"Guizhou, Suiyang",C.  Zhang Zhang220,BNU,1,102.8,38.4,2.7,6.7,3.1,57.6,78.2,30.9,4.8,17.1
351,Dolichocerae,E. leptorrhizum,"Guizhou, Suiyang",C.  Zhang Zhang220,BNU,1,132.1,62.5,2.1,12.7,4.1,91.5,100.9,45.3,7.2,23.3
352,Dolichocerae,E. leptorrhizum,"Guizhou, Suiyang",C.  Zhang Zhang220,BNU,1,104.6,50.4,2.1,5.6,3.7,116.2,93.6,42.5,9.9,15
353,Dolichocerae,E. leptorrhizum,"Hubei, Enshi",C.  Zhang Zhang183,BNU,1,81.1,45.7,1.8,15.1,3.7,101.3,77.7,43.4,14.9,22.2
354,Dolichocerae,E. leptorrhizum,"Hubei, Enshi",C.  Zhang Zhang183,BNU,1,46.3,23.2,2,3.3,5.1,43.3,35.9,19.5,2.7,7.2
355,Dolichocerae,E. leptorrhizum,"Hubei, Enshi",C.  Zhang Zhang183,BNU,1,45.9,23.1,2,3.1,4.5,45.2,38.4,17.7,3.9,5.6
356,Dolichocerae,E. leptorrhizum,"Hubei, Enshi",C.  Zhang Zhang183,BNU,1,58.8,30.9,1.9,5.3,4.3,62.6,49.6,28.5,5.3,8.1
357,Dolichocerae,E. leptorrhizum,"Hubei, Enshi",C.  Zhang Zhang183,BNU,1,71.1,42.6,1.7,10.6,5.4,75.9,64.2,37.5,10,20.3
358,Dolichocerae,E. leptorrhizum,"Hubei, Enshi",C.  Zhang Zhang183,BNU,1,66.7,39.1,1.7,9.3,4.2,89,61,35.2,9.8,16.9
359,Dolichocerae,E. leptorrhizum,"Hubei, Enshi",C.  Zhang Zhang183,BNU,1,51.3,26.3,2,5.1,3.6,51.4,44.5,25.3,5,8.7
360,Dolichocerae,E. leptorrhizum,"Hubei, Enshi",C.  Zhang Zhang183,BNU,1,55.9,27.3,2,3.7,4.1,45,46.7,24.1,4.3,8.9
361,Dolichocerae,E. leptorrhizum,"Hubei, Enshi",C.  Zhang Zhang183,BNU,1,62.6,43.8,1.4,12.2,4.4,93.3,61,36.5,12,19
362,Dolichocerae,E. leptorrhizum,"Hubei, Enshi",C.  Zhang Zhang183,BNU,1,66,38.5,1.7,9.8,4.2,66.7,64.7,34.8,6.6,15.9
363,Dolichocerae,E. leptorrhizum,"Hubei, Enshi",C.  Zhang Zhang183,BNU,1,85.8,50,1.7,15.5,4.2,98.8,75,44.5,14.1,23.5
364,Dolichocerae,E. leptorrhizum,"Hubei, Enshi",C.  Zhang Zhang183,BNU,1,46.8,24.8,1.9,3.2,4.5,50.4,45.2,23.3,5,8.3
365,Dolichocerae,E. leptorrhizum,"Hubei, Enshi",C.  Zhang Zhang183,BNU,1,50.8,26.9,1.9,5.4,4.5,58.3,41.2,24.1,5.2,11.5
366,Dolichocerae,E. leptorrhizum,"Hubei, Enshi",C.  Zhang Zhang183,BNU,1,49.4,23.6,2.1,3.2,4.7,46.1,42.2,22.6,2.6,8.4
367,Dolichocerae,E. leptorrhizum,"Hubei, Enshi",C.  Zhang Zhang183,BNU,1,58.5,30,1.9,4.2,4.4,57.6,49.3,27.5,5.5,11.4
368,Dolichocerae,E. leptorrhizum,"Hubei, Enshi",C.  Zhang Zhang183,BNU,1,46.8,23.6,2,4.2,4.8,49.8,43.4,22.9,4.1,9.4
369,Dolichocerae,E. leptorrhizum,"Hubei, Enshi",C.  Zhang Zhang183,BNU,1,47.4,26.3,1.8,4.7,5.4,49.1,41.5,25.8,5.8,9.5
370,Dolichocerae,E. leptorrhizum,"Hubei, Enshi",C.  Zhang Zhang183,BNU,1,47.4,22.7,2.1,2.8,5,51.4,39.8,22.8,3.8,9
371,Dolichocerae,E. leptorrhizum,"Hubei, Enshi",C.  Zhang Zhang183,BNU,1,62.4,28.7,2.2,5.9,4.3,63.7,58.5,32.5,7.2,12.8
372,Dolichocerae,E. leptorrhizum,"Hubei, Xuanen",C.  Zhang Zhang164,BNU,1,64.9,38,1.7,5.8,7.6,85.1,57.8,33.1,4.7,16.8
373,Dolichocerae,E. leptorrhizum,"Hubei, Xuanen",C.  Zhang Zhang164,BNU,1,67.5,40.1,1.7,6.7,6.2,88.9,65.8,33.7,6.6,19.1
374,Dolichocerae,E. leptorrhizum,"Hubei, Xuanen",C.  Zhang Zhang164,BNU,1,89.2,42.6,2.1,8.5,4.8,66.2,68.7,36.8,6.6,22.2
375,Dolichocerae,E. leptorrhizum,"Hubei, Xuanen",C.  Zhang Zhang164,BNU,1,71.7,43.7,1.6,6.3,6.7,101.8,71.7,37.5,5.7,19.2
376,Dolichocerae,E. leptorrhizum,"Hubei, Xuanen",C.  Zhang Zhang164,BNU,1,91,38.2,2.4,4.7,5.2,72.5,84.9,32.1,3.2,19.2
377,Dolichocerae,E. leptorrhizum,"Hubei, Xuanen",C.  Zhang Zhang164,BNU,1,90.7,41.8,2.2,5.7,5.2,94.9,95.6,39.8,5.6,32.2
378,Dolichocerae,E. leptorrhizum,"Hubei, Xuanen",C.  Zhang Zhang164,BNU,1,93.4,44.4,2.1,4,5.2,99,86.9,42.2,7,26.8
379,Dolichocerae,E. leptorrhizum,"Hubei, Xuanen",C.  Zhang Zhang164,BNU,1,77.4,38.5,2,4.2,6,109.7,69.1,37,6,18.2
380,Dolichocerae,E. leptorrhizum,"Hubei, Xuanen",C.  Zhang Zhang164,BNU,1,82,42.4,1.9,4.6,4.1,71,70.2,35.1,4.6,17.2
381,Dolichocerae,E. leptorrhizum,"Hubei, Xuanen",C.  Zhang Zhang164,BNU,1,83.4,41.1,2,7.7,6.2,83.4,69.7,35,8.5,24.3
382,Dolichocerae,E. leptorrhizum,"Hubei, Xuanen",C.  Zhang Zhang164,BNU,1,94.3,44.9,2.1,12.3,5,130.9,90.3,45.3,13.2,29.2
383,Dolichocerae,E. leptorrhizum,"Hubei, Xuanen",C.  Zhang Zhang164,BNU,1,81.5,39.8,2,9.6,6.7,122.3,79.6,39.5,7.9,23
384,Dolichocerae,E. leptorrhizum,"Hubei, Xuanen",C.  Zhang Zhang164,BNU,1,66.6,31.8,2.1,9,5,82.8,62.3,34.9,5.1,29.2
385,Dolichocerae,E. leptorrhizum,"Zhejiang, Longquan",C.  Zhang Zhang152,BNU,1,87.4,46.9,1.9,9.8,5.8,101.5,75.5,44.7,10.9,14.2
386,Dolichocerae,E. leptorrhizum,"Zhejiang, Longquan",C.  Zhang Zhang152,BNU,1,65.3,35.1,1.9,7.6,4.6,70.7,57,31.8,7.7,13.7
387,Dolichocerae,E. leptorrhizum,"Zhejiang, Longquan",C.  Zhang Zhang152,BNU,1,86.2,48.6,1.8,9.3,5.7,103.8,75.1,44.3,10.6,15.1
388,Dolichocerae,E. leptorrhizum,"Zhejiang, Longquan",C.  Zhang Zhang152,BNU,1,45.9,30.8,1.5,2.5,5.1,77.9,44.9,30.2,6.4,10.9
389,Dolichocerae,E. leptorrhizum,"Zhejiang, Longquan",C.  Zhang Zhang152,BNU,1,53.3,32.1,1.7,4.7,4.3,56.1,49.4,25.7,4.8,10.3
390,Dolichocerae,E. leptorrhizum,"Zhejiang, Longquan",C.  Zhang Zhang152,BNU,1,41.1,24.6,1.7,6,6.5,87.2,33.2,26.9,6.5,10.8
391,Dolichocerae,E. leptorrhizum,"Zhejiang, Longquan",C.  Zhang Zhang152,BNU,1,70.1,32.9,2.1,6.4,7,41.5,68.1,34.1,5.2,13.8
392,Dolichocerae,E. leptorrhizum,"Zhejiang, Longquan",C.  Zhang Zhang152,BNU,1,64.4,35.6,1.8,7.4,5.7,98.8,55.1,38.2,7.3,15.8
393,Dolichocerae,E. leptorrhizum,"Zhejiang, Longquan",C.  Zhang Zhang152,BNU,1,65.2,36.1,1.8,7.8,5.4,98.8,56.9,38.7,7.3,16.2
394,Dolichocerae,E. leptorrhizum,"Zhejiang, Longquan",C.  Zhang Zhang152,BNU,1,96.9,50,1.9,11.1,6.5,85.5,80.9,45.8,13.4,18.6
395,Dolichocerae,E. leptorrhizum,"Zhejiang, Longquan",C.  Zhang Zhang152,BNU,1,67.6,34.6,2,6.5,5.7,82.4,66.6,37.1,7.9,17.8
396,Dolichocerae,E. leptorrhizum,"Zhejiang, Longquan",C.  Zhang Zhang152,BNU,1,83,40.7,2,7.4,4.7,69.2,68.4,37.5,6.3,20.9
397,Dolichocerae,E. leptorrhizum,"Zhejiang, Longquan",C.  Zhang Zhang152,BNU,1,59.7,35.1,1.7,6.4,4.6,92,57.1,36,8.5,18.6
398,Dolichocerae,E. leptorrhizum,"Zhejiang, Longquan",C.  Zhang Zhang152,BNU,1,71,39.9,1.8,7.8,4.1,94,58,32.7,7.3,15.6
399,Dolichocerae,E. leptorrhizum,"Zhejiang, Longquan",C.  Zhang Zhang152,BNU,1,64.4,33.3,1.9,5.9,5.1,93.6,60,33.9,6.3,16.4
400,Dolichocerae,E. lishihchenii,"Jiangxi, Lushan",C.  Zhang Zhang149,BNU,1,72,45.5,1.6,9.8,4.3,76.9,69.9,45.5,11.5,21.8
401,Dolichocerae,E. lishihchenii,"Jiangxi, Lushan",C.  Zhang Zhang149,BNU,1,55,31.1,1.8,4.2,8.5,57,52.4,30,5.8,15
402,Dolichocerae,E. lishihchenii,"Jiangxi, Lushan",C.  Zhang Zhang149,BNU,1,77.6,40.1,1.9,6.2,3.7,58.9,77.8,34.3,4.6,22.3
403,Dolichocerae,E. lishihchenii,"Jiangxi, Lushan",C.  Zhang Zhang149,BNU,1,72.7,39,1.9,8.5,3.9,83.1,63.1,36,7.7,22
404,Dolichocerae,E. lishihchenii,"Jiangxi, Lushan",C.  Zhang Zhang149,BNU,1,67.4,37.7,1.8,9.9,4.7,82.9,59.2,33.1,7.1,20.3
405,Dolichocerae,E. lishihchenii,"Jiangxi, Lushan",C.  Zhang Zhang149,BNU,1,65.6,36.8,1.8,9,4.6,67.7,65.6,35.8,8.5,17.3
406,Dolichocerae,E. lishihchenii,"Jiangxi, Lushan",C.  Zhang Zhang149,BNU,1,67.6,36.2,1.9,7.1,4.3,74.3,63.2,35.9,7.7,23.1
407,Dolichocerae,E. lishihchenii,"Jiangxi, Lushan",C.  Zhang Zhang149,BNU,1,72.4,39.3,1.8,9.2,5,84.7,62.1,34.3,10.1,18.7
408,Dolichocerae,E. lishihchenii,"Jiangxi, Lushan",C.  Zhang Zhang149,BNU,1,64.9,35.9,1.8,7.9,5.3,84.9,58.4,32.1,9.5,21.3
409,Dolichocerae,E. lishihchenii,"Jiangxi, Lushan",C.  Zhang Zhang149,BNU,1,67,29.1,2.3,6.8,6.2,79.3,58.3,28.3,6.6,14.9
410,Dolichocerae,E. lishihchenii,"Jiangxi, Lushan",C.  Zhang Zhang149,BNU,1,84.6,45.3,1.9,11.1,4.2,84.6,77.4,42.6,8.8,25.3
411,Dolichocerae,E. lishihchenii,"Jiangxi, Lushan",C.  Zhang Zhang149,BNU,1,68.6,31.9,2.2,5.5,4,74.3,61.1,33.2,6.8,13.8
412,Dolichocerae,E. lishihchenii,"Jiangxi, Lushan",C.  Zhang Zhang149,BNU,1,78.9,45.7,1.7,6.3,3.8,84.3,72.7,40.7,7.2,23.4
413,Dolichocerae,E. lishihchenii,"Jiangxi, Lushan",C.  Zhang Zhang149,BNU,1,81.3,44.1,1.8,8.4,4.6,79.5,71.6,41.8,6.5,20.4
414,Dolichocerae,E. lishihchenii,"Jiangxi, Lushan",C.  Zhang Zhang149,BNU,1,62,33.2,1.9,8.6,3.8,63.6,62.2,35,10.9,25.8
415,Dolichocerae,E. membranaceum,"Sichuan, Dujiangyan",C.  Zhang Zhang275,BNU,0,98.7,53.4,1.8,16.2,3,92.6,94.7,52.6,17.2,31.8
416,Dolichocerae,E. membranaceum,"Sichuan, Dujiangyan",C.  Zhang Zhang275,BNU,0,55.4,39.7,1.4,5.7,4.3,95.5,52.9,37.7,6.8,10.3
417,Dolichocerae,E. membranaceum,"Sichuan, Dujiangyan",C.  Zhang Zhang275,BNU,0,57.3,36.8,1.6,8.6,4.8,85,49.3,31.9,6.7,11.1
418,Dolichocerae,E. membranaceum,"Sichuan, Dujiangyan",C.  Zhang Zhang275,BNU,0,57.4,42.2,1.4,5.9,4,89.3,50,34.3,7.2,11.8
419,Dolichocerae,E. membranaceum,"Sichuan, Dujiangyan",C.  Zhang Zhang275,BNU,0,59.9,41.7,1.4,6.9,5,104.9,53.1,37.1,6.7,11.6
420,Dolichocerae,E. membranaceum,"Sichuan, Dujiangyan",C.  Zhang Zhang275,BNU,0,53.3,38.3,1.4,5.2,4.8,98.8,49.3,33.4,4.2,8.7
421,Dolichocerae,E. membranaceum,"Sichuan, Dujiangyan",C.  Zhang Zhang275,BNU,0,59.8,37,1.6,5.4,5.3,81.4,49.3,33.1,4.1,7.2
422,Dolichocerae,E. membranaceum,"Sichuan, Dujiangyan",C.  Zhang Zhang275,BNU,0,65.4,47.8,1.4,7.2,5.4,115,56.4,41.9,6.5,10.6
423,Dolichocerae,E. membranaceum,"Sichuan, Dujiangyan",C.  Zhang Zhang275,BNU,0,48.8,31.3,1.6,4.6,5.9,95.2,38.6,27,6.5,8.9
424,Dolichocerae,E. membranaceum,"Sichuan, Dujiangyan",C.  Zhang Zhang275,BNU,0,50.6,34.6,1.5,5.9,5.2,99.8,48.8,31.7,5.7,11.4
425,Dolichocerae,E. membranaceum,"Sichuan, Dujiangyan",C.  Zhang Zhang275,BNU,0,61.4,38.6,1.6,7.9,5.6,105.9,46.8,33.2,5.9,11.7
426,Dolichocerae,E. membranaceum,"Sichuan, Dujiangyan",C.  Zhang Zhang275,BNU,0,53.9,36.3,1.5,10.4,3.6,131.6,44.4,38.2,12.4,19.3
427,Dolichocerae,E. membranaceum,"Yunnan, lanping",C. Zhang  Zhang287,BNU,0,61.4,35.9,1.7,9.7,3.8,92.4,40.6,32.3,10.2,15.2
428,Dolichocerae,E. membranaceum,"Yunnan, lanping",C. Zhang  Zhang287,KUN,0,113.6,69,1.6,22,2.8,168.5,89.2,59.9,17.9,34.4
429,Dolichocerae,E. membranaceum,"Yunnan, lanping",C. Zhang  Zhang287,KUN,0,58.2,31.5,1.8,7,4.2,64.3,51.7,30.2,6.7,12
430,Dolichocerae,E. membranaceum,"Yunnan, lanping",C. Zhang  Zhang287,KUN,0,84,45.6,1.8,10.2,3.8,135,64.8,41.5,10,16.5
431,Dolichocerae,E. membranaceum,"Yunnan, lanping",C. Zhang  Zhang287,KUN,0,57.9,33.6,1.7,8.4,5.1,86,50.9,32,7.2,14.4
432,Dolichocerae,E. membranaceum,"Yunnan, lanping",C. Zhang  Zhang287,KUN,0,59.6,34.1,1.7,4,3.8,82.2,53.8,33.2,5.4,14
433,Davidianae,E. mikinorii,"Hubei, Enshi",C.  Zhang Zhang185,BNU,1,99,45,2.2,4.5,4.5,99,102,41,5,22
434,Davidianae,E. mikinorii,"Hubei, Enshi",C.  Zhang Zhang185,BNU,1,105,46,2.3,5.6,4.7,105,98,42,4.4,19
435,Davidianae,E. mikinorii,"Hubei, Enshi",C.  Zhang Zhang185,BNU,1,89,41,2.2,4.3,4.1,102,88,44,4.8,24
436,Davidianae,E. mikinorii,"Hubei, Enshi",C.  Zhang Zhang185,BNU,1,95,42,2.3,4.2,3.5,96,107,45,4.5,23.4
437,Davidianae,E. mikinorii,"Hubei, Enshi",C.  Zhang Zhang185,BNU,1,110,45,2.4,4.5,5.1,95,103,43,4.2,21.5
438,Davidianae,E. mikinorii,"Hubei, Enshi",C.  Zhang Zhang185,BNU,1,102,42,2.4,3.9,4.6,93,101,42,4.7,24.6
439,Brachycerae,E. myrianthum,"Hunan, Baojing",C.  Zhang Zhang597,BNU,1,111.4,58.3,1.9,6.7,4.4,155.6,97.2,51.3,8.3,21.3
440,Brachycerae,E. myrianthum,"Hunan, Baojing",C.  Zhang Zhang597,BNU,1,120.9,62.6,1.9,8.9,5,164.8,105.8,55.6,11.1,26.9
441,Brachycerae,E. myrianthum,"Hunan, Baojing",C.  Zhang Zhang597,BNU,1,137.7,78.2,1.8,9.4,3.4,160.5,127.4,70.6,8.8,28.7
442,Brachycerae,E. myrianthum,"Hunan, Sangzhi",C.  Zhang Zhang210,BNU,1,103.9,40.6,2.6,3.6,5.4,115,85.1,36.3,3.5,8.1
443,Brachycerae,E. myrianthum,"Hunan, Sangzhi",C.  Zhang Zhang210,BNU,1,122.6,48.1,2.6,4.2,5,186.4,106.8,41.7,2.5,19.6
444,Brachycerae,E. myrianthum,"Hunan, Sangzhi",C.  Zhang Zhang210,BNU,1,134.7,56.8,2.4,6.2,5.3,204.4,115.3,45.6,3.5,21.8
445,Brachycerae,E. myrianthum,"Hunan, Sangzhi",C.  Zhang Zhang210,BNU,1,80.7,38,2.1,3.9,8.2,91,68.6,34.3,2.9,14.4
446,Brachycerae,E. myrianthum,"Hunan, Sangzhi",C.  Zhang Zhang210,BNU,1,122.7,59.1,2.1,4.7,5.3,185.1,117.4,46.2,4.5,35.8
447,Brachycerae,E. myrianthum,"Hunan, Sangzhi",C.  Zhang Zhang210,BNU,1,135.6,60.7,2.2,6.1,3.8,263.3,115.4,44.6,3.6,30.6
448,Brachycerae,E. myrianthum,"Hunan, Sangzhi",C.  Zhang Zhang210,BNU,1,116.5,45.4,2.6,4.6,6.6,153.2,105.8,38.4,2.3,23.1
449,Brachycerae,E. myrianthum,"Hunan, Sangzhi",C.  Zhang Zhang210,BNU,1,128.8,50.2,2.6,2.8,3.9,142,113.3,41.8,4.6,15.7
450,Brachycerae,E. myrianthum,"Hunan, Sangzhi",C.  Zhang Zhang210,BNU,1,114.4,45.1,2.5,2.5,5.1,132.4,100.6,45.5,5.6,17.4
451,Brachycerae,E. myrianthum,"Hunan, Sangzhi",C.  Zhang Zhang210,BNU,1,120.7,45.7,2.6,5,4.3,122.1,111.9,35.4,5.2,22.6
452,Brachycerae,E. myrianthum,"Hunan, Sangzhi",C.  Zhang Zhang210,BNU,1,128.8,58.7,2.2,2.3,5.3,170.3,118,46.2,2.9,21.4
453,Brachycerae,E. myrianthum,"Hunan, Sangzhi",C.  Zhang Zhang210,BNU,1,143.7,63.3,2.3,2.6,4,169.1,130.5,54,4.4,21.5
454,Brachycerae,E. myrianthum,"Hunan, Sangzhi",C.  Zhang Zhang210,BNU,1,114.3,49.4,2.3,2.3,4.3,104.4,101.5,43.7,2.7,15.2
455,Brachycerae,E. myrianthum,"Hunan, Sangzhi",C.  Zhang Zhang210,BNU,1,103.3,40.6,2.5,1.8,3.4,127.6,77.1,36.1,2.9,18
456,Brachycerae,E. myrianthum,"Hunan, Sangzhi",C.  Zhang Zhang210,BNU,1,100.5,41.2,2.4,2.1,4,110.2,91.9,40.6,1.6,17.2
457,Davidianae,E. ogisui,"Sichuan, Lushan",C. Zhang Zhang285,BNU,0,70.8,32.8,2.2,2.4,7,74.5,49.2,20.4,3.7,10.3
458,Davidianae,E. ogisui,"Sichuan, Lushan",C. Zhang Zhang285,BNU,0,67.7,32.7,2.1,3.8,6.8,78.3,51.6,26.6,2.3,7.3
459,Davidianae,E. ogisui,"Sichuan, Lushan",C. Zhang Zhang285,BNU,0,55.6,24.7,2.3,3.4,6.6,68,41,20.3,3,8.7
460,Davidianae,E. ogisui,"Sichuan, Lushan",C. Zhang Zhang285,BNU,0,45.6,20.1,2.3,1.3,7.1,34.6,30.9,15.3,1.6,3.9
461,Davidianae,E. ogisui,"Sichuan, Lushan",C. Zhang Zhang285,BNU,0,38.8,16.3,2.4,0.9,6.2,36.7,26.2,12.4,0.5,3.1
462,Davidianae,E. pauciflorum,"Sichuan, Maoxian",C.  Zhang Zhang278,BNU,0,14.4,13.8,1,3.1,4.5,43.5,14.8,13.9,3.1,5.2
463,Davidianae,E. pauciflorum,"Sichuan, Maoxian",C.  Zhang Zhang278,BNU,0,19.9,21.7,0.9,6.4,3.9,47.7,17.2,19.9,5.1,7.9
464,Davidianae,E. pauciflorum,"Sichuan, Maoxian",C.  Zhang Zhang278,BNU,0,24.2,20.5,1.2,4.9,4.8,47.2,22.1,20.1,3.3,6.9
465,Davidianae,E. pauciflorum,"Sichuan, Maoxian",C.  Zhang Zhang278,BNU,0,19.5,17.4,1.1,4.7,6.2,42.2,16.7,15.6,4.1,6.5
466,Davidianae,E. pauciflorum,"Sichuan, Maoxian",C.  Zhang Zhang278,BNU,0,22.6,21.3,1.1,5.7,3.5,41,18.3,19.7,4.3,7.5
467,Davidianae,E. pauciflorum,"Sichuan, Maoxian",C.  Zhang Zhang278,BNU,0,27.9,22,1.3,5.3,4.1,59.8,22.7,21.8,4.6,8.4
468,Davidianae,E. pauciflorum,"Sichuan, Maoxian",C.  Zhang Zhang278,BNU,0,29.8,27.3,1.1,7.1,5,40.7,26.3,24.2,5.5,7.2
469,Davidianae,E. pauciflorum,"Sichuan, Maoxian",C.  Zhang Zhang278,BNU,0,30,27.2,1.1,7.7,4.5,40.8,25.1,24.7,5,7.9
470,Davidianae,E. pauciflorum,"Sichuan, Maoxian",C.  Zhang Zhang278,BNU,0,23.5,22.2,1.1,5.8,6.8,41.6,18.3,19.7,3.5,6.8
471,Davidianae,E. pauciflorum,"Sichuan, Maoxian",C.  Zhang Zhang278,BNU,0,20.8,19.3,1.1,6,7.3,35.2,19.9,20.5,6,8
472,Davidianae,E. pauciflorum,"Sichuan, Maoxian",K.J. Yan & X.L. Shao 66535,GXMI,0,19.6,17.9,1.1,4.7,7.2,45.2,18.9,17.4,6.1,7.7
473,Davidianae,E. pauciflorum,"Sichuan, Maoxian",K.J. Yan & X.L. Shao 66535,GXMI,0,25.3,20.4,1.2,6.6,6.6,42,20.2,18,5.7,8.8
474,Davidianae,E. pauciflorum,"Sichuan, Maoxian",K.J. Yan & X.L. Shao 66535,GXMI,0,23.6,17.9,1.3,4.8,6.4,37.6,19.9,16.6,6.1,7.6
475,Davidianae,E. pauciflorum,"Sichuan, Maoxian",K.J. Yan & X.L. Shao 66535,GXMI,0,16.6,12.4,1.3,3.2,6.9,26.1,14.2,11.4,3,4.7
476,Davidianae,E. pauciflorum,"Sichuan, Maoxian",K.J. Yan & X.L. Shao 66535,GXMI,0,22.7,20.1,1.1,5.4,5.5,42.2,19.6,18.8,4.7,7.2
477,Davidianae,E. pseudowushanense,"Guizhou, Longli",C.  Zhang Zhang228,BNU,1,92.9,27.9,3.3,31.4,3.7,71.3,80.7,28,4.3,18
478,Davidianae,E. pseudowushanense,"Guizhou, Longli",C.  Zhang Zhang228,BNU,1,137.7,34,4.1,3.5,4.9,98,120.6,37.5,3.5,15.1
